GRUPPE1	GRUPPE2	GRUPPE3	HERSTELLER	ARTIKEL_NR	HSTNUMMER	ARTIKEL1	ARTIKEL2	FVERSION	FSYSTEM	FSPRACHE	FFORMAT	FBUS	FGARANTIE	EVP	EK	AKTIONPR	AKTBIS	AKTION	VerfuegbarKZ	Vmenge	VDatum	VEta	Nachfolger	DATENBLATT1	BILD1	ERFDAT	EANCode	UPCCode	Hoehe	Breite	Laenge	Gewicht	Rang	Stck_Kart	Stck_Pal	Storno	ECLass	UNSPC	INTRASTAT	CatalogID	Auslieferungslager
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711691	UTM25W3-10000S	Web Threat Management	Web Threat Management Subscription 3 Years for UTM25./ 		MSD	ML				539,93	333,00	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552805-4159.pdf	http://www.ingrammicro.de/jpg/0711691.jpg	23.4.09 00:00:00	0606449063554		0	0	0	1,00	999	0	0	N	25101001	81111805	49119900	10101305	CH
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711692	UTM25E-10000S	EMail Threat Management	EMail Threat Management Subscription 1 Year for UTM25./ 		MSD	ML				211,75	130,60	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552802-6980.pdf	http://www.ingrammicro.de/jpg/0711692.jpg	23.4.09 00:00:00	 		0	0	0	1,00	999	0	0	N	25101001	81111805	49119900	10101305	CH
Zubehör	Netzwerkkommunikation	Lizenzen	NetGear	0711693	UTM25E3-10000S	EMail Threat Management	EMail Threat Management Subscription 3 Years for UTM25./		MSD	ML				539,93	332,20	0,00			N	0	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711693.jpg	23.4.09 00:00:00	0606449063547		0	0	0	1,00	999	0	0	Y	25101001	81111805	49119900	10101305	CH
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0711694	UTM25EW-100EUS	Prosecure UTM Bundle	Prosecure UTM Bundle with UTM25 UTM25E UTM25M UTM25W 1 Year./ 		NMS	ML			24	1232,13	764,40	0,00			V	12	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/22552942-4877.pdf	http://www.ingrammicro.de/jpg/0711694.jpg	23.4.09 00:00:00	0606449061642		0,11	0,44	0,25	3,30	999	1	10	Y	19040106	43222501	85176200	10160401	DE
Storage	Storage NAS	Storage Server	Netgear	0711700	RNRX4450-100EUS	ReadyNas 2100 2TB Dual Gigabit	ReadyNas 2100 2TB Dual Gigabit Rackmount Nas + iSCSI SAN 4 x 500./ 		NMS	ML			60	2147,29	1320,80	0,00			B	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/23623932-2110.pdf	http://images2.icecat.biz/img/norm/high/2935248-9119.jpg	14.5.09 00:00:00	0606449066838		0,14	0,57	0,44	10,09	42	1	4	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711701	RNRX4420-100EUS	ReadyNas 2100 8TB Dual Gigabit	ReadyNas 2100 8TB Dual Gigabit Rackmount Nas + iSCSI SAN 4 x 2TB./ 		NMS	ML			60	4128,60	2554,80	0,00			V	3	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/23623819-9336.pdf	http://images.icecat.biz/img/norm/high/2935247-3504.jpg	14.5.09 00:00:00	0606449066890		0,14	0,57	0,44	10,41	15	1	1	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711702	RNRX4410-100EUS	ReadyNas 2100 4TB Dual Gigabit	ReadyNas 2100 4TB Dual Gigabit Rackmount Nas + iSCSI SAN 4 x 1TB./ 		NMS	ML			60	2560,11	1584,20	0,00			V	11	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/23623929-3965.pdf	http://www.ingrammicro.de/jpg/0711702.jpg	14.5.09 00:00:00	0606449062120		0,14	0,57	0,44	10,60	41	1	5	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711705	DGND3300-100PES	RangeMax Dual Band WRLS-N 300	RangeMax Dual Band WRLS-N 300 AnnexA / ADSL2+ Modem Router./ 		NMS	ML			24	159,69	98,70	0,00			B	0	30.1.11 01:10:36	1.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/23377347-6647.pdf	http://images.icecat.biz/img/norm/high/2935076-384.jpg	18.5.09 00:00:00	0606449064391		0,07	0,3	0,26	1,06	28	10	10	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711706	JGS516-200EUS	16 x10/100/1000 Gigabit Switch	16 x 10/100/1000 Gigabit Switch./ 		NMS	ML			360/24	327,16	201,60	0,00			B	0	30.1.11 01:10:36	1.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0711706.pdf	http://www.ingrammicro.de/jpg/0711706.jpg	18.5.09 00:00:00			0,11	0,43	0,25	2,65	70	4	16	Y	19030117	43222612	85176200	10161601	DE
Zubehör	Netzwerkkommunikation	Antennen	Netgear	0711716	ANT2407-10000S	ProSafe OMNIDirectional Indoor	ProSafe OMNI Directional Indoor Antenna 1,5 Meter Cable 7dbi./ 		NMS				24	84,80	52,50	0,00			V	3	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24251801-9361.pdf	http://images.icecat.biz/img/norm/high/3042329-7247.jpg	1.7.09 00:00:00	0606449064650		0,05	0,33	0,13	0,39	20	0	0	Y	19039001	43222600	85177011	10101313	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0711718	WN111-200PES	RangeMaxNext Wireless-N USB2.0	RangeMax Next Wireless-N USB2.0 Adapter 300MBit IEEE 802.11n./ 		NMS	ML			24	49,14	30,30	0,00			B	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711718.pdf	http://www.ingrammicro.de/jpg/0711718.jpg	3.6.09 00:00:00	0606449064896		0,04	0,23	0,17	0,20	9	40	80	Y	19030502	43222628	85176200	10160902	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711951	WNB2100-100PES	Wireless-N 300 Router	Wireless-N 300 Router with USB-Adapter Kit./ 		NMS				24	99,13	61,90	0,00			V	39	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3412393-9562.jpg	22.6.09 00:00:00	0606449064032		0,07	0,26	0,23	0,84	6	10	40	Y	19030101	43222609	85176200	10161301	DE
Zubehör	Netzwerkkommunikation	Antennen	Netgear	0711969	ANT32405-10000S	Pro Safe 3x3 OMNI Directional	Pro Safe 3X3 OMNI Directional Indoor Antenna 1.0 Meter Cable 5DBI./ 		NMS				24	92,50	56,90	0,00			B	0	30.1.11 01:10:36	4.2.11 00:00:00	 		http://www.ingrammicro.de/jpg/0711969.jpg	1.7.09 00:00:00	0606449064735		0,06	0,33	0,14	0,46	13	0	0	Y	19039001	43222600	85177011	10101313	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711971	DGN3500-100PES	Wireless N 300 ADSL2+ Modem	Wireless N 300 ADSL2+ Modem Gigabit Router AnnexA./ 		NMS	ML			24	147,31	91,70	0,00			V	6	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3551012-7872.jpg	1.7.09 00:00:00	0606449062298		0,07	0,3	0,25	1,08	14	10	10	Y	19030101	43222609	85176200	10161301	DE
Storage	Storage NAS	Storage Server	Netgear	0711972	RN12P0610-100EUS	ReadyNas 3200 6TB iSCSI 19in	ReadyNas 3200 6TB iSCSI 19in Rackmount 6 x 1TB./ 		NMS	Int			60	7515,53	4621,30	0,00			B	0	30.1.11 01:10:36	3.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/23965452-3422.pdf	http://images.icecat.biz/img/norm/high/3427003-9435.jpg	1.7.09 00:00:00	0606449067125		0,37	0,93	0,68	35,21	56	1	1	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711973	RN12P1220-100EUS	ReadyNas 3200 24TB iSCSI 19in	ReadyNas 3200 24TB iSCSI 19in Rackmount 12 x 2TB./ 		NMS	Int			60	13927,39	8565,10	0,00			B	0	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3426993-7824.jpg	1.7.09 00:00:00	0606449067064		0,55	1,2	0,8	39,00	75	1	1	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711974	RN12P1210-100EUS	ReadyNas 3200 12TB iSCSI 19in	ReadyNas 3200 12TB iSCSI 19in Rackmount 12 x 1TB./ 		NMS	Int			60	9235,73	5713,50	0,00			V	1	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/23965449-996.pdf	http://images.icecat.biz/img/norm/high/3426990-9807.png	1.7.09 00:00:00	0606449067095		0,35	0,95	0,7	39,21	53	1	1	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711988	WNR2000-100PES	RangeMax Wireless-N 300 Router	RangeMax Wireless-N 300 Router with Integr 4 Port Switch./ 		NMS	Int			24	72,99	45,70	0,00			V	529	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24290050-3207.pdf	http://images.icecat.biz/img/norm/high/3459206-9016.jpg	3.8.09 00:00:00	0606449064407		0,07	0,26	0,23	0,70	1	10	120	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712002	FS108-200PES	Fast Ethernet Switch FS108	LED: Power/ Access Point/ 10Base-T, 100Base-TX/ Geschwindigkeit: 100 MBit/sek., 10 MBit/sek./ Portanzahl: 8/ Gehäuseform: Desktop		NMS				24	42,72	26,30	0,00			B	0	30.1.11 01:10:36	9.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0712002.pdf	http://www.ingrammicro.de/jpg/0712002.jpg	30.7.09 00:00:00	0606449064223		0,11	0,22	0,17	0,84	8	12	120	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712005	FS608-300PES	10/100 8-Port Desktop-Switch	10/100 8-Port Desktop-Switch Ext. Powersupply./ 		NMS	ML			24	33,09	20,50	0,00			V	235	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712005.pdf	http://www.ingrammicro.de/jpg/0712005.jpg	3.8.09 00:00:00	0606449064193		0,12	0,23	0,18	0,64	33	12	192	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712007	XET1001-100PES	85 MBit/s Powerline Network-	85 MBit/s Powerline Network- Compatible To Homepug 1.1./ 		NMS	Int			24	61,94	38,40	0,00			V	2	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712007.pdf	http://www.ingrammicro.de/jpg/0712007.jpg	3.8.09 00:00:00	0606449064308		0,09	0,21	0,16	0,36	53	12	48	Y	19039001	43201404	85176200	10160903	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0712008	WG111-300PES	Wireless USB 2.0 Adapter	Wireless USB 2.0 Adapter 54MBps./ 		NMS	Int			24	25,61	15,90	0,00			V	462	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712008.pdf	http://www.ingrammicro.de/jpg/0712008.jpg	21.7.09 00:00:00	0606449064056		0,04	0,23	0,17	0,21	19	40	640	Y	19030502	43222628	85176200	10160902	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712014	WNDR3700-100PES	RangeMax Dual Band Router	RangeMax Dual Band Router Wireless-N Router with USB Store. Port./ 		NMS	D			24	185,83	115,50	0,00			V	672	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24050270-1007.pdf	http://images.icecat.biz/img/norm/high/3481107-2867.jpg	31.7.09 00:00:00	0606449064025		0,07	0,3	0,25	1,05	2	10	160	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712017	FS105-200PES	Prosafe 10/100 5-Port Switch	ProSafe 10/100 5-Port Switch Metal-Case Ext. Powersupply/ 		NMS	ML			360/24	36,53	22,50	0,00			B	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712017.pdf	http://www.ingrammicro.de/jpg/0712017.jpg	3.8.09 00:00:00	0606449064230		0,12	0,23	0,17	0,64	3	12	80	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712018	XAVB101-100PES	200 MBit/s Powerline AV	200 MBit/s Powerline AV Network-Adapter 2 x XAV101-100ISS/ 		NMS				24	123,90	77,20	0,00			V	91	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712018.pdf	http://www.ingrammicro.de/jpg/0712018.jpg	3.8.09 00:00:00	0606449064292		0,1	0,22	0,17	0,61	41	12	48	Y	19039001	43201404	85176200	10160903	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712019	XETB1001-100PES	85 MBIT/S POWERLINE NETWORK-	NETWORK-ADAPTER 2X XET1001-100ISS		NMS	Int			24	99,11	61,50	0,00			B	0	30.1.11 01:10:36	7.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24056235-830.pdf	http://images.icecat.biz/img/norm/high/3469565-3179.jpg	3.8.09 00:00:00	0606449064315		0,1	0,22	0,17	0,55	54	12	24	Y	19039001	43201404		10160903	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712020	FVS318G-100EUS	ProSafe 8Port Gigabit Firewall	ProSafe 8-Port Gigabit Firewall 5 VPN with 1 GB WAN-Port		NMS	ML				211,58	133,00	0,00			V	37	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712020.pdf	http://www.ingrammicro.de/jpg/0712020.jpg	3.8.09 00:00:00	0606449064810		0,07	0,28	0,24	1,18	1	10	40	Y	19040106	43222501	85176200	10160401	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712021	RP614-400PES	XDSL/Kable Router w/ 4x10/100	XDSL/Kable Router with 4 x 10/100 Switch Platinum Series./ 		NMS	Int			24	44,07	27,30	0,00			V	89	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712021.pdf	http://www.ingrammicro.de/jpg/0712021.jpg	3.8.09 00:00:00	0606449065039		0,11	0,22	0,17	0,60	18	12	60	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712022	XE104-100PES	85 MBIT/S POWERLINE NETWORK-	ADAPTER W/ 4-PORT-SWITCH		NMS	Int			24	83,97	53,70	0,00			B	0	30.1.11 01:10:36	10.2.11 00:00:00	 		http://images.icecat.biz/img/norm/high/3515623-8170.jpg	3.8.09 00:00:00	0606449064322		0,1	0,22	0,17	0,44	96	12	36	Y	19039001	43201404		10160903	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0712023	WG102-100PES	Prosafe 108 MBIT/S 802.11G WRL	ACCESS POINT W/ POE		NMS				36	205,07	128,90	0,00			V	89	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3515674-1957.jpg	3.8.09 00:00:00	0606449065183		0,08	0,28	0,24	0,80	50	10	20	Y	19030112	43210000	85176200	10160101	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712024	XEB1004-100PES	85 MBit/s Powerline Network-	85 MBit/s Powerline Network- Switch Set 2 x XE104IS./ 		NMS	Int			24	123,90	78,70	0,00			V	20	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712024.pdf	http://www.ingrammicro.de/jpg/0712024.jpg	3.8.09 00:00:00	0606449064339		0,1	0,22	0,17	0,66	37	12	60	Y	19039001	43201404	85176200	10160903	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0712025	WG602-400PES	54MBps Wireless Access Point	Kabellose Vernetzung bis 54 MBit/s/ Standard 802.11g/ 128 Bit WEP-Verschlüsselung/ Kompatibel mit Windows XP/ multilingual/ Standard:, 802.11b, 802.11g/ Wireless Access Point/ WEP, WPA/ Verschlüsselung: 128 Bit/ Max. Datenrate: 54 MB/sek.		NMS	ML			36	87,16	56,00	0,00			V	104	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3482653-6179.jpg	3.8.09 00:00:00	0606449065190		0,08	0,28	0,24	0,69	8	10	200	Y	19030112	43210000	85176200	10160101	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712026	FS605-300PES	10/100 5-Port Desktop-Switch	10/100 5-Port Desktop-Switch Ext. Powersupply./ 		NMS	ML			24	23,85	14,80	0,00			V	435	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712026.pdf	http://www.ingrammicro.de/jpg/0712026.jpg	3.8.09 00:00:00	0606449064209		0,08	0,22	0,17	0,54	13	12	192	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712027	WNR3500L-100PES	RangeMax Wireless-N OpenSource	RangeMax Wireless-N Open Source Gigabit Router with USB Port./ 		NMS	Int			24	123,90	78,30	0,00			B	0	30.1.11 01:10:36	8.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24490458-9442.pdf	http://images.icecat.biz/img/norm/high/3551507-1930.jpg	3.8.09 00:00:00	0606449067866		0,07	0,26	0,23	0,81	10	10	120	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712028	WNR3500L-100GRS	RangeMax Wireless-N OpenSource	RangeMax Wireless-N Open Source Gigabit Router with USB Port./ 		NMS	Int			24	123,90	78,30	0,00			B	0	30.1.11 01:10:36	1.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24817146-6034.pdf	http://images.icecat.biz/img/norm/high/3655302-8165.jpg	3.8.09 00:00:00	0606449067842		0,07	0,26	0,23	0,80	13	10	30	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter intern	Netgear	0712029	GA311-100PES	Gigabit PCI 32Bit Ethernet	Gigabit PCI 32Bit Ethernet Adapter/ 		MSD	ML			24	24,10	15,00	0,00			V	29	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712029.pdf	http://www.ingrammicro.de/jpg/0712029.jpg	20.8.09 00:00:00	0606449065022		0,06	0,24	0,17	0,24	2	20	200	Y	19039001	43201404	85176200	10160901	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712034	XAVB1004-100GRS	200 MBit/s Powerline Adapter	200 MBit/s Powerline AVAdapter Kit 1 x XAV1004  mit 4 Port Switch + 1X XAV2001		NMS	GR			24	148,66	94,00	0,00			V	265	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24632316-5581.pdf	http://images.icecat.biz/img/norm/high/3538390-6334.jpg	11.8.09 00:00:00	0606449063035		0,08	0,23	0,21	0,79	23	14	140	Y	19039001	43201404	85176200	10160903	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712035	XAV1004-100PES	200 MBit/s Powerline AV	200 MBit/s Powerline AV 4-Port Switch./ 		NMS				24	98,28	62,90	0,00			V	16	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3538391-9771.jpg	11.8.09 00:00:00	0606449065428		0,09	0,24	0,21	0,59	42	14	168	Y	19039001	43201404	85176200	10160903	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712036	XAVB1004-100PES	200 MBit/s Powerline AVAdapter	200 MBit/s Powerline AV Adapter Kit 1 x XAV1004 + 1X XAV101/ 		NMS	ML			24	148,66	94,00	0,00			V	176	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24204894-546.pdf	http://images.icecat.biz/img/norm/high/3540497-6042.jpg	11.8.09 00:00:00	0606449065411		0,08	0,32	0,21	0,82	11	14	140	Y	19039001	43201404	85176200	10160903	DE
Storage	Storage NAS	Storage Server	Netgear	0712038	RNDX400E-100EUS	ReadyNas NVX Pioneer Edition	ReadyNas NVX Pioneer Edition/ 		NMS	Int			36	894,93	552,20	0,00			B	0	30.1.11 01:10:36	7.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0712038.pdf	http://images.icecat.biz/img/norm/high/3543979-2956.jpg	20.8.09 00:00:00	0606449068337		0,25	0,34	0,31	6,57	84	1	2	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712039	DGN2000-100PES	WIRELESS-N 300 ADSL MODEM	ROUTER DGN2000 ANNEX A           IN		NMS	Int			24	121,70	76,90	0,00			B	0	30.1.11 01:10:36	1.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24043167-9758.pdf	http://images.icecat.biz/img/norm/high/3474805-18233.jpg	20.8.09 00:00:00	0606449064490		0,07	0,28	0,23	0,79	37	12	24	Y	19030101	43222609		10161301	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter intern	Netgear	0712040	WN311B-100PES	RANGEMAX NEXT WIRELESS N-300	PCI ADAPTER W/EXT ANTENNAMODULE  IN		NMS	Int			24	87,28	55,70	0,00			B	0	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3515622-5496.jpg	20.8.09 00:00:00	0606449060614		0,08	0,22	0,17	0,47	999	20	20	Y	19039001	43201404	85176200	10160901	DE
Netzwerk & Kommunikation	Router	Router Zubehör	Netgear	0712041	DGB111G-500PES	54 MBIT/S WIRELESS-G ADSL2+	MODEM ROUTER STARTER KIT      Annex A		NMS				24	99,15	63,40	0,00			V	10	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24879980-2065.pdf	http://images.icecat.biz/img/norm/high/3597004-2213.jpg	20.8.09 00:00:00	0606449064452		0,07	0,28	0,23	0,94	999	10	30	Y	19030100	43222600		10161303	DE
Netzwerk & Kommunikation	Router	Router Zubehör	Netgear	0712043	DGN1000-100PES	WIRELESS-N 150 ADSL MODEM	ROUTER DGN1000 ANNEX A           IN		NMS				24	82,62	53,20	0,00			V	50	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3713293-9962.jpg	20.8.09 00:00:00	0606449066142		0,07	0,29	0,23	0,78	1	10	30	Y	19030100	43222600	85176200	10161303	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter intern	Netgear	0712045	RN12P2GE-100WWS	PCI Card Addon Dual Gigabit	3200                             IN		NMS	Int			24	371,51	230,50	0,00			V	1	30.1.11 01:10:36		 			20.8.09 00:00:00	0606449067897		0,11	0,26	0,19	0,19	999	0	0	Y	19039001	43201404		10160901	DE
Zubehör	Storage	Lüfter	Netgear	0712046	RN12PFAN-100WWS	Cooling Fan for ReadyNas	Cooling Fan for ReadyNas 3200./ 		NMS				24	63,34	41,70	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/26549551-9832.pdf	http://images.icecat.biz/img/norm/high/5339592-9577.jpg	20.8.09 00:00:00	0606449067873		0,11	0,26	0,18	0,39	999	0	0	N	19039190	43201900	84145920	10102309	DE
Zubehör	Storage	Rack Mount Units	Netgear	0712047	RN12PRAIL-100WWS	Rackmount Railkit for RN3200	Rackmount Railkit for RN3200./ 		NMS				24	307,32	189,30	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/26537247-7185.pdf	http://images.icecat.biz/img/norm/high/5339593-4616.jpg	20.8.09 00:00:00	0606449067903		0,13	0,8	0,15	5,42	1	1	0	N	19039190	43201900	84733080	10102313	DE
Zubehör	Storage	Einbaurahmen	Netgear	0712048	RN12PTRAY-100WWS	HDD Tray for ReadyNas 3200	HDD Tray for ReadyNas 3200/ 		NMS				24	55,08	37,00	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/26309901-9788.pdf	http://images.icecat.biz/img/norm/high/5606243-9454.jpg	20.8.09 00:00:00	0606449067880		0,11	0,26	0,19	0,40	999	0	0	N	19039190	43201900	84733080	10102304	DE
Zubehör	Storage	Einbaurahmen	Netgear	0712049	RNRXTRAY1-10000S	ReadyNas 2100 HDD Tray	ReadyNas 2100 HDD Tray with Screw./ 		NMS	ML			24	34,42	21,30	0,00			V	4	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/26309897-2334.pdf	http://images.icecat.biz/img/norm/high/5606236-282.jpg	20.8.09 00:00:00	0606449067910		0,04	0,17	0,12	0,19	999	0	0	Y	19039190	43201900	84733080	10102304	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0712050	RNRXXCHG-10000S	READYNAS 2100 XCHANGE MODULE	 		NMS	Int			24	1362,38	840,00	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/26308486-8481.pdf	http://images.icecat.biz/img/norm/high/5488050-6262.jpg	20.8.09 00:00:00	0606449067927		0,12	0,57	0,23	2,95	999	1	0	N	19039001	43222600	84733020	10101306	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter intern	Netgear	0712051	WG311-300PES	WIRELESS PCI ADAPTER	54 MBIT/S 802.11G		NMS				36	30,70	19,00	0,00			V	97	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3515443-7196.jpg	20.8.09 00:00:00	0606449064476		0,06	0,23	0,17	0,23	13	20	100	Y	19039001	43201404	85176200	10160901	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0712053	WNDA3100-200PES	WIRELESS-N 300 USB Adapter	Dualband		NMS	Int			24	57,81	36,10	0,00			B	0	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3598157-5004.jpg	20.8.09 00:00:00	0606449064414		0,04	0,23	0,17	0,21	3	40	200	Y	19030502	43222628		10160902	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712082	GS605-300PES	5x 10/100/1000 Platinum	5 x 10/100/1000 Platinum  Ethernet Switch/ 		NMS	ML			24	48,20	29,70	0,00			B	0	30.1.11 01:10:36	4.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0712082.pdf	http://www.ingrammicro.de/jpg/0712082.jpg	2.9.09 00:00:00	0606449064155		0,08	0,22	0,17	0,50	15	12	204	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712085	STM150EW3-100EUS	ProSecure STM150 Bundle	ProSecure STM150 Bundle mit  STM150E3, STM150W3, STM150M3- 3 Jahre/ 		MSD				24	5578,85	3454,10	0,00			V	1	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/25201753-1625.pdf	http://images.icecat.biz/img/norm/high/3597907-7429.jpg	2.9.09 00:00:00	0606449068986		0,12	0,55	0,37	4,98	999	1	1	Y	19040106	43222501	85176200	10160401	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712086	GS608-300PES	8x 10/100/1000 Platinum	8x 10/100/1000 Platinum Ethernt Switch./ 		MSD	Int			24	70,24	45,50	0,00			V	134	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712086.pdf	http://www.ingrammicro.de/jpg/0712086.jpg	2.9.09 00:00:00	0606449064148		0,11	0,22	0,16	0,70	20	12	84	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712088	WNDR3300-100PES	RangeMax Dualband Wireless-N	RangeMax Dualband Wireless-N  300 Router with Intelligent AT./ 		NMS	ML			24	136,30	84,80	0,00			V	1	30.1.11 01:10:36		0712339	http://www.ingrammicro.de/pdf/0712088.pdf	http://www.ingrammicro.de/jpg/0712088.jpg	2.9.09 00:00:00	0606449064445		0,08	0,31	0,26	0,92	999	10	120	Y	19030101	43222609	85176200	10161301	DE
